question,response_0,response_1,response_2,response_3,response_4,response_5,response_6,response_7,response_8,response_9,semantic_id_0,semantic_id_1,semantic_id_2,semantic_id_3,semantic_id_4,semantic_id_5,semantic_id_6,semantic_id_7,semantic_id_8,semantic_id_9,confidences,responses,level
"On what day, month, and year was David Russell Wartinbee, a Republican politician from Wisconsin in the United States who served in the Wisconsin State Assembly from 1961 to 1967, born?","David Russell Wartinbee was born on November 12, 1923.","David Russell Wartinbee was born on November 28, 1923.","David Russell Wartinbee was born on December 25, 1922.","David Russell Wartinbee was born on November 17, 1925.","David Russell Wartinbee was born on November 11, 1923.","David Russell Wartinbee was born on January 23, 1924.","David Russell Wartinbee was born on December 26, 1926.","David Russell Wartinbee was born on December 28, 1922.","David Russell Wartinbee was born on November 15, 1923.","David Russell Wartinbee was born on June 16, 1927.",0,1,2,3,4,5,6,7,8,9,0.1,"David Russell Wartinbee was born on November 12, 1923.","complete uncertainty, reject to reply"
Who won the 19th edition of the Women’s Asian Individual Squash Championships (AISC)-2017?,Salima Adil won the 19th edition of the Women’s Asian Individual Squash Championships (AISC)-2017.,Nouran Ibrani of Egypt won the 19th edition of the Women’s Asian Individual Squash Championships (AISC)-201,Nouran Ibrab Abdelrahman of Egypt won the 19th edition of the Women’s Asian Individual Squash Championships (AISC)-2,Nouran Ibrab Abdelrahman of Egypt won the 19th edition of the Women’s Asian Individual Squash Championships (AISC)-2,Nouran Ibrab Abdelrahman of Egypt won the 19th edition of the Women’s Asian Individual Squash Championships (AISC)-2,Nouran Ibrab Abdelrahman of Egypt won the 19th edition of the Women’s Asian Individual Squash Championships (AISC)-2,Nouran Ibrab Abdelrahman won the 19th edition of the Women’s Asian Individual Squash Championships (AISC)-201,Aishath Azima Ismail of Maldives won the 19th edition of the Women’s Asian Individual Squash Championships (AISC)-2,Aisha Zahoor of Pakistan won the 19th edition of the Women’s Asian Individual Squash Championships (AISC)-201,Nouran Iftihaham of Egypt won the 19th edition of the Women’s Asian Individual Squash Championships (AISC)-20,0,1,2,2,2,2,3,4,5,6,0.4,Nouran Ibrab Abdelrahman of Egypt won the 19th edition of the Women’s Asian Individual Squash Championships (AISC)-2,lowest level of confidence
How many years was the scholarship that Mary Fairchild MacMonnies Low won from the St. Louis School of Fine Arts for?,Mary Fairchild MacMonnies Low won a scholarship to the St. Louis School of Fine Arts for three years.,Mary Fairchild MacMonnies Low won a scholarship for three years.,Mary Fairchild MacMonnies Low won a scholarship for three years from the St. Louis School of Fine Arts.,Mary Fairchild MacMonnies Low won a scholarship from the St. Louis School of Fine Arts for three years.,Mary Fairchild MacMonnies Low won a scholarship to the St. Louis School of Fine Arts for three years.,Mary Fairchild MacMonnies Low won a scholarship for three years from the St. Louis School of Fine Arts.,Mary Fairchild MacMonnies Low won a scholarship for three years from the St. Louis School of Fine Arts.,Mary Fairchild MacMonnies Low won a scholarship from the St. Louis School of Fine Arts for three years.,Mary Fairchild MacMonnies Low received a full scholarship to the St. Louis School of Fine Arts for three years.,Mary Fairchild MacMonnies Low won a scholarship from the St. Louis School of Fine Arts for three years.,0,0,0,0,0,0,0,0,0,0,1.0,Mary Fairchild MacMonnies Low won a scholarship to the St. Louis School of Fine Arts for three years.,high level of confidence
How many days was Kaitlin Armstrong on the run from authorities for killing Moriah Wilson?,Kaitlin Armstrong was on the run for approximately 10 days.,Kaitlin Armstrong was on the run for approximately 10 days.,Kaitlin Armstrong was on the run for approximately 10 days.,Kaitlin Armstrong was on the run for approximately 10 days.,Kaitlin Armstrong was on the run for approximately 10 days.,Kaitlin Armstrong was on the run for approximately 10 days.,Kaitlin Armstrong was on the run for approximately 10 days.,Kaitlin Armstrong was on the run for approximately 10 days.,Kaitlin Armstrong was on the run for approximately 10 days.,Kaitlin Armstrong was on the run for approximately 10 days.,0,0,0,0,0,0,0,0,0,0,1.0,Kaitlin Armstrong was on the run for approximately 10 days.,high level of confidence
What patch reduced the amount of damage taken in Berserk Stance from 10% to 5% in World of Warcraft?,"Patch 9.2, “Sanctified Leviathan,” reduced Berserk Stance damage taken to 5%.",Patch 9.2 (Cycle of Strife) reduced the damage taken in Berserk Stance from 10% to 5%.,"Patch 9.2, ""Echoes of Izoltoth,"" reduced the damage reduction from Berserk Stance from 10% to","Patch 9.2, ""Echoes of Izolt"", reduced the damage reduction from Berserk Stance to 5%.","Patch 9.2, ""Echoes of the Void"", reduced the damage reduction of Berserk Stance from 10% to 5","Patch 9.2, ""Echoes of Izolt,"" reduced Berserk Stance damage taken to 5%.","Patch 9.2, ""Echoes of the Void,"" reduced the damage taken in Berserk Stance to 5%.",Patch 10.2.5 reduced the damage taken in Berserk Stance from 10% to 5%.,Patch 10.2.6 reduced the damage taken in Berserk Stance from 10% to 5%.,"Patch 9.2, ""Echoes of Izolt,"" reduced the damage reduction from Berserk Stance from 10% to 5",0,1,2,3,4,3,4,5,6,3,0.3,"Patch 9.2, ""Echoes of Izolt"", reduced the damage reduction from Berserk Stance to 5%.",lowest level of confidence
At what hospital did Communist politician Georgi Dimitrov die in 1949?,Georgi Dimitrov died at the hospital in London.,"Georgi Dimitrov died at the University Hospital in Skopje, North Macedonia.",Georgi Dimitrov died at the hospital in London.,"Georgi Dimitrov died at the University Hospital in Skopje, North Macedonia.","Georgi Dimitrov died at the University Hospital in Skopje, North Macedonia.",Georgi Dimitrov died at Saint Mary's Hospital in London.,Georgi Dimitrov died at the Saint Mary’s Hospital in London.,"Georgi Dimitrov died at the University Hospital in Skopje, North Macedonia.","Georgi Dimitrov died at the University Hospital in Skopje, North Macedonia.","Georgi Dimitrov died at the hospital in Paris, France.",0,1,0,1,1,0,0,1,1,2,0.5,"Georgi Dimitrov died at the University Hospital in Skopje, North Macedonia.",low level of confidence
"Who served as the first Deputy Commissioner of the Pherzawl District, located in the southern part of Manipur, India?","Th. Lamminthang, a retired IPS officer, served as the first Deputy Commissioner of the Pherzawl District.",L.S. Angang served as the first Deputy Commissioner of the Pherzawl District.,Lamdin Lhangshna served as the first Deputy Commissioner of the Pherzawl District.,Ngamnem Kamei served as the first Deputy Commissioner of the Pherzawl District.,Mr. Thangjing Khumanthem served as the first Deputy Commissioner of the Pherzawl District.,Dr. L. Sichoi Vaiphei served as the first Deputy Commissioner of the Pherzawl District.,Th. Lokesh served as the first Deputy Commissioner of the Pherzawl District.,Mr. Th.iyam John served as the first Deputy Commissioner of the Pherzawl District.,Thangjang Ljamthang served as the first Deputy Commissioner of the Pherzawl District.,Th. Biswam Churamani served as the first Deputy Commissioner of the Pherzawl District.,0,0,1,2,3,4,5,6,0,7,0.3,"Th. Lamminthang, a retired IPS officer, served as the first Deputy Commissioner of the Pherzawl District.",lowest level of confidence
"During which years did Jean Galloway Bissell, the U.S. Circuit Judge, work in private legal practice in Greenville?",Jean Galloway Bissell worked in private legal practice in Greenville from 1958 to 1972.,Jean Galloway Bissell worked in private legal practice in Greenville from 1956 to 1963.,Jean Galloway Bissell worked in private legal practice in Greenville from 1953 to 1969.,Jean Galloway Bissell worked in private legal practice in Greenville from 1963 to 1973.,Jean Galloway Bissell worked in private legal practice in Greenville from 1963 to 1977.,Jean Galloway Bissell worked in private legal practice in Greenville from 1963 to 1974.,"Jean Galloway Bissell worked in private legal practice in Greenville, South Carolina, from 1967 to 1975.",Jean Galloway Bissell worked in private legal practice in Greenville from 1963 to 1977.,Jean Galloway Bissell worked in private legal practice in Greenville from 1963 to 1977.,"Jean Galloway Bissell worked in private legal practice in Greenville, South Carolina, from 1960 to 1975.",0,1,2,3,4,5,5,4,4,5,0.3,Jean Galloway Bissell worked in private legal practice in Greenville from 1963 to 1977.,lowest level of confidence
How many years was the attraction Horizons at EPCOT sponsored by General Electric?,Horizons at EPCOT was sponsored by General Electric for 10 years.,Horizons at EPCOT was sponsored by General Electric for 10 years.,Horizons at EPCOT was sponsored by General Electric for six years.,Horizons at EPCOT was sponsored by General Electric for 10 years.,Horizons at EPCOT was sponsored by General Electric for 10 years.,Horizons at EPCOT was sponsored by General Electric for five years.,Horizons at EPCOT was sponsored by General Electric for nine years.,Horizons at EPCOT was sponsored by General Electric for nine years.,"Horizons at EPCOT was sponsored by General Electric for five years, from 1982 to 1987.",Horizons at EPCOT was sponsored by General Electric for 10 years.,0,0,1,0,0,2,3,3,2,0,0.5,Horizons at EPCOT was sponsored by General Electric for 10 years.,low level of confidence
"In the episode ""Myth of Fingerprints"" from Law and Order, who played the character named Erica?","Erica was played by actress, Rebecca Gayheart.",Erica was played by actress Sarah Paulson.,"Erica was played by actress, Molly Parker.","Erica was played by actress,  Lauren Bacall.",Erica was played by actress Elizabeth Marvel.,Erica was played by actress Jennifer Love Hewitt.,Erica was played by actress Elizabeth Marvel.,"Erica was played by actress, Molly Parker.",Erica was played by actress Lauren Bacall.,"The character Erica was played by actress, Kelly Rutherford.",0,1,2,3,4,5,4,2,3,6,0.2,"Erica was played by actress, Molly Parker.","complete uncertainty, reject to reply"
"Who appointed the Chief Justice of India, Mirza Hameedullah Beg, in 1977?",President Fakhruddin Ali Ahmed appointed Mirza Hameedullah Beg as the Chief Justice of India in 1977.,President Fakhruddin Ali Ahmed appointed Mirza Hameedullah Beg as the Chief Justice of India in 1977.,President Fakhruddin Ali Ahmed appointed Mirza Hameedullah Beg as the Chief Justice of India in 1977.,President Fakhruddin Ali Ahmed appointed Mirza Hameedullah Beg as the Chief Justice of India in 1977.,"The President of India, Indira Gandhi, appointed Mirza Hameedullah Beg as the Chief Justice of India in 1977.",President Fakhruddin Ali Ahmed appointed Mirza Hameedullah Beg as the Chief Justice of India in 1977.,President Indira Gandhi appointed Mirza Hameedullah Beg as the Chief Justice of India in 1977.,President Fakhruddin Ahmed appointed Mirza Hameedullah Beg as the Chief Justice of India in 1977.,"The President of India, Indira Gandhi, appointed Mirza Hameedullah Beg as the Chief Justice of India in 1977.",President Fakhruddin Ali Ahmed appointed Mirza Hameedullah Beg as the Chief Justice of India in 1977.,0,0,0,0,1,0,1,0,1,0,0.7,President Fakhruddin Ali Ahmed appointed Mirza Hameedullah Beg as the Chief Justice of India in 1977.,moderate level of confidence
Who served as the music director of the London Sinfonietta from 1994 to 1998?,Timothy Walton served as the music director of the London Sinfonietta from 1994 to 1998.,Timothy Donohue served as the music director of the London Sinfonietta from 1994 to 1998.,Timothy Donohue served as the music director of the London Sinfonietta from 1994 to 1998.,Timothy Donohue served as the music director of the London Sinfonietta from 1994 to 1998.,Timothy Donohue served as the music director of the London Sinfonietta from 1994 to 1998.,Timothy Donohue served as the music director of the London Sinfonietta from 1994 to 1998.,David Sawatzky served as the music director of the London Sinfonietta from 1994 to 1998.,David Sawatzky served as the music director of the London Sinfonietta from 1994 to 1998.,Timothy Donohue served as the music director of the London Sinfonietta from 1994 to 1998.,Timothy Walton served as the music director of the London Sinfonietta from 1994 to 1998.,0,1,1,1,1,1,2,2,1,0,0.6,Timothy Donohue served as the music director of the London Sinfonietta from 1994 to 1998.,low level of confidence
"The WWI Q-Ship ""Salvia"" was partially reconstructed with a false counter-stern to resemble what kind of ship?","The ""Salvia"" was reconstructed to resemble a merchant ship.","The ""Salvia"" was reconstructed to resemble a traditional merchant ship.","The ""Salvia"" was reconstructed to resemble a British merchant vessel.","The ""Salvia"" was reconstructed to resemble a merchant ship.","The ""Salvia"" was reconstructed to resemble a merchant ship.","The ""Salvia"" was reconstructed to resemble a traditional British merchant vessel.","The ""Salvia"" was reconstructed to resemble a merchant vessel.","The ""Salvia"" was reconstructed to resemble a German cruiser.","The ""Salvia"" was reconstructed to resemble a traditional British merchant vessel.","The ""Salvia"" was reconstructed to resemble a converted merchant ship.",0,0,0,0,0,0,0,1,0,0,0.9,"The ""Salvia"" was reconstructed to resemble a merchant ship.",high level of confidence
