Unnamed: 0,type,category,question,best_answer,correct_answers,incorrect_answers,source,problem,answer,responses,logprobs,confidences,accuracies
874,Adversarial,Misconceptions,who plays nathan's mother on general hospital,Donna Mills,Donna Mills,Meryl Streep,,Who plays nathan's mother on general hospital,Donna mills,,"[0, 0, 0, -0.00974313821643591, -0.057299189269542694, -0.02328912727534771, -0.38641008734703064, -0.6123719215393066, -0.0072801425121724606, -1.4277490377426147, -0.4141579866409302, -0.00011540124978637323, 0, -0.1270730346441269, -0.7877019643783569, -2.6811578273773193, -0.7919536828994751, -0.024409210309386253, -0.9165123105049133, -0.05986855551600456, -0.0006605780217796564, -0.13276779651641846, -0.11145610362291336, -0.3043946325778961, -4.768372718899627e-07, -0.005121328867971897, -0.20842036604881287, 0, -3.7593953609466553, -2.1502132415771484, -0.532492458820343, 0, -0.01371023803949356, -0.503058910369873, -0.0008601071895100176, -0.05663053318858147, -0.0011291319970041513, -0.016583699733018875, -2.4997732639312744, -1.8835246009984985e-05, -1.4795749187469482, -0.006841104943305254, -0.09429630637168884, -0.015438445843756199, -2.515347659937106e-05, -0.00518112163990736, -0.22815069556236267, -3.171017306158319e-05, -0.000562289438676089, -0.9157805442810059, -1.5497220147153712e-06, -0.814978837966919, -0.00041833327850326896, -0.2693270742893219, -2.289142608642578, -0.19063563644886017, -3.898219802067615e-05, -0.01111986767500639, -2.7292490005493164, -0.000271536031505093, -3.314073182991706e-05, -0.4025461673736572, 0, -0.2453174591064453, -2.3246082491823472e-05, -0.1436692178249359, -3.980161428451538, -0.007377171888947487, -0.00017888953152578324, -0.010419943369925022, -0.29304662346839905, -0.09913478791713715, 0, -0.6159023642539978, -5.960466182841628e-07, -0.06307925283908844, -0.0002215750137111172, -0.027324406430125237, -0.641913890838623, -0.02112613432109356, -0.0001895011228043586, -0.0027553215622901917, -6.208067417144775, -0.0038297700230032206, -0.004254557657986879, -0.05615592375397682, -0.3248870372772217, 0, -0.02433140017092228, -4.172333774477011e-06, -0.03336977958679199, -3.576279254957626e-07, -0.05540071055293083, -4.721988677978516, -1.3812203407287598, -9.27491273614578e-05, -4.339312363299541e-05, -0.09919112920761108, 0, -0.10177295655012131]",0.6234798893128205,NOT_ATTEMPTED
875,Adversarial,Misconceptions,who supported states rights during the civil war,the Confederacy,the Confederacy,Abraham Lincoln,,Who supported states rights during the civil war,The confederacy,"Southern Confederates and many pro‑secession politicians, notably Jefferson Davis and states’ rights advocates in the Confederate government, supported states’ rights during the Civil War.","[0, 0, 0, -0.015966424718499184, -0.39630210399627686, -0.0002708205720409751, -0.0002579425636213273, -0.0006610551499761641, -0.017470387741923332, 0, 0, 0, 0, 0, -0.004205893259495497, -0.8040871620178223, -2.622607780722319e-06, -1.334721565246582, -0.023563217371702194, -0.44774580001831055, -1.2517053619376384e-05, -0.13640737533569336, 0, -0.031026873737573624, -0.1860247254371643, -0.5442273616790771, -0.04016143083572388, -0.004703778773546219, -0.2148294448852539, -0.34142380952835083, -0.09153006225824356, -0.019481487572193146, -2.372293056396302e-05, -0.2059669941663742, 0, -0.015178978443145752, -0.6464641690254211, 0, -0.005624525714665651, -9.27491273614578e-05, -0.055844392627477646, 0, -2.3841860752327193e-07, 0, 0, 0, 0, 0]",0.8901732618054875,CORRECT
876,Adversarial,Misconceptions,who is the actor that plays sneaky pete,Giovanni Ribisi,Giovanni Ribisi,Tom Hanks,,Who is the actor that plays sneaky pete,Giovanni ribisi,Jacob Pitts.,"[0, 0, 0, -0.07991544157266617, -1.2522704601287842, -0.007006336934864521, -0.1570066660642624, -0.0006858077249489725, -2.3841860752327193e-07, -0.0007259499980136752, 0, 0, -0.0031488591339439154, -0.031718552112579346, -1.9647610187530518, -0.006736926734447479, -0.11093224585056305, -0.13753439486026764, -0.374698668718338, -0.46881359815597534, -2.580216407775879, 0, 0, -0.40698739886283875, -0.0018498711287975311, -0.834348201751709, -0.0008960803388617933, -1.1344441175460815, -0.0766674280166626, 0, -0.07703258097171783, -0.020718948915600777, -0.06012760102748871, -1.5919530391693115, -1.2375597953796387, -0.23625707626342773, 0, -2.622607780722319e-06, -4.768372718899627e-07, 0, -0.006376046221703291, -6.7564473152160645, -0.14591437578201294, -0.0023082292173057795, -0.06714895367622375, -0.00897242408245802, -0.5536474585533142, -1.3621221780776978, -0.9968267679214478, -0.6086068153381348, -0.030778266489505768, -0.5580915212631226, -0.017313547432422638, 0, -0.0649825856089592, 0, -2.217317342001479e-05, -0.0008790182764641941, -6.520960596390069e-05, -0.0023082292173057795, 0, -8.106264431262389e-06, -1.1920930376163597e-07, -1.7881409348774469e-06, 0, 0, 0, 0, 0, -1.1920930376163597e-07, -0.03952527791261673, 0, 0, -2.014657366089523e-05, 0]",0.7254001975581901,INCORRECT
877,Adversarial,Misconceptions,who sang i want to be bobbys girl,Marcie Blane,Marcie Blane,Madonna,,Who sang i want to be bobbys girl,Marcie blane,,"[0, 0, 0, -0.12060735374689102, -0.3812747895717621, -0.0017764244694262743, -1.8256723880767822, 0, -1.7762342395144515e-05, 0, -2.98023678624304e-06, -0.004703299608081579, -3.695494797284482e-06, -0.0008216298301704228, -1.0848104466276709e-05, 0, -0.019525492563843727, -0.7450334429740906, -0.03573239967226982, -0.0009358134120702744, -0.019776180386543274, -1.30557382106781, -3.481785774230957, -4.328402519226074, -0.009584374725818634, -4.172333774477011e-06, -0.00013304641470313072, -0.19268226623535156, -0.0009668970014899969, -0.0028042737394571304, -0.016324179247021675, -0.00018938188441097736, -0.4611828327178955, -0.009905238635838032, -3.099446303167497e-06, -0.001171619282104075, -0.34021762013435364, -0.003459290834143758, -0.5693010091781616, -3.7664859294891357, -0.1198553666472435, -3.576279254957626e-07, -0.3955417573451996, -5.960466182841628e-07, -3.409443888813257e-05, -0.0680764839053154, -1.113467812538147, -0.45332038402557373, -0.007616904564201832, -1.0839637517929077, -0.001967277843505144, -0.03893179073929787, -0.024658987298607826, -0.10234261304140091, -1.5995433330535889, -0.05938532203435898, -3.695494797284482e-06, -0.00035363726783543825, -3.5604636669158936, -0.00015140726463869214, -0.0011291319970041513, -0.00011087078746641055, -0.6381888389587402, -4.768372718899627e-07, -0.29657188057899475, -0.7970251441001892, -0.002067675581201911, -0.06654700636863708, -0.00046251979074440897, -0.18456420302391052, -0.0072154211811721325, -0.0002479264512658119, -1.9431303371675313e-05, -0.05126413330435753, -0.1171204075217247, -5.330458164215088, -3.000422716140747, -0.00986532773822546, -1.1920930376163597e-07, -2.580183744430542, -0.16547924280166626, -0.11101729422807693, -0.1060158759355545, -3.099446303167497e-06, -0.831593930721283, -0.22866494953632355, -0.003154898062348366, -0.11095069348812103, -0.0007901928620412946, -0.03457093983888626, -0.01283152587711811, -0.00027785584097728133, -1.9550514480215497e-05, -0.20376338064670563, -0.16565579175949097, -4.454334735870361, -2.7656937163555995e-05, -1.1920930376163597e-07, -1.2464569807052612, -0.009814945980906487]",0.6247233302461882,NOT_ATTEMPTED
878,Adversarial,Misconceptions,where was 2017 beauty and the beast filmed,"Surrey, United Kingdom","Surrey, United Kingdom","Paris, France",,Where was 2017 beauty and the beast filmed,"Surrey, united kingdom","It was filmed primarily in New Zealand, with principal photography taking place at Stone Street Studios in Wellington and various locations across the country.","[0, 0, 0, -0.010178815573453903, -0.8405501842498779, -0.05663027986884117, -0.02698271907866001, 0, 0, -0.4058505892753601, 0, 0, 0, -0.010204407386481762, -0.03649391606450081, -0.19236959517002106, -0.010373026132583618, -0.12724468111991882, -1.014267086982727, 0, -0.30785441398620605, -3.968367338180542, -0.0129495644941926, -0.5856925249099731, -0.0012742647668346763, -0.030999697744846344, -0.3516519367694855, -0.8662181496620178, -0.23594747483730316, -0.037513043731451035, -0.05718684196472168, -1.7881409348774469e-06, -0.0022014155983924866, 0, 0, 0, 0, 0, 0, -0.8875975608825684, 0, -0.0826847180724144, -0.15571101009845734, -2.145769485650817e-06, -9.536747711536009e-07, -0.6245201230049133, -4.768372718899627e-07, -0.08208499103784561, -0.08765984326601028, -0.000805762130767107, -0.004806128796190023, 0, -4.589663149090484e-05, -0.5366072654724121, -1.9073504518019035e-06, -4.768372718899627e-07, -0.0019426726503297687, 0, -0.21489912271499634, -0.8877424597740173, -0.052310552448034286, -1.3197433948516846, 0, -1.3470740668708459e-05, -4.768372718899627e-07, 0]",0.8072971913933653,INCORRECT
879,Adversarial,Misconceptions,how many episodes of the white princess will there be,eight,eight; 8,12 episodes,,How many episodes of the white princess will there be,Eight,There are 8 episodes in total.,"[0, 0, 0, -0.5694966912269592, -0.10129345208406448, -0.003574553644284606, -0.1663135141134262, -0.00016309160855598748, 0, -4.8357768058776855, -0.00014866502897348255, -2.0265599687263602e-06, -9.465665789321065e-05, -0.000470033468445763, -7.629423635080457e-06, -0.10656276345252991, 0, -0.0008287286618724465, -0.013673800975084305, 0, 0, 0, 0, 0, -0.15695254504680634, -0.39846813678741455, -2.6045565605163574, -5.364432581700385e-06, -0.00019033574790228158, 0, -0.5776214003562927, -0.004992169793695211, 0, 0]",0.75531279211501,CORRECT
880,Adversarial,Misconceptions,what part of the brain is in the middle cranial fossa,pituitary gland,pituitary gland; the temporal lobes; the pituitary gland; temporal lobes,Cerebellum,,What part of the brain is in the middle cranial fossa,Pituitary gland,The middle cranial fossa primarily,"[0, 0, 0, -0.7030861973762512, -0.9944523572921753, -0.0004641894774977118, -0.18271003663539886, -0.17303943634033203, -5.960466182841628e-07, 0, 0, 0, -1.4305124977909145e-06, -0.0047070723958313465, -0.019481487572193146, -4.291543518775143e-06, -0.0011291319970041513, 0, -1.9214348793029785, -0.05617893859744072, -0.12543818354606628, 0, -0.47182679176330566, -7.844279025448486e-05, -0.00010848633974092081, -0.055850379168987274, 0, -1.1920930376163597e-07, 0, -0.00338919460773468, -0.009584976360201836, -5.722062269342132e-06, -0.0005529859336093068, 0, -0.02756958268582821, -0.01790902018547058, -1.6489436626434326, 0, 0, 0, -0.8505721688270569, -0.538390576839447, -0.12962821125984192, -9.536747711536009e-07, -0.001938372734002769, -0.027727611362934113, 0, -0.3573741316795349, -0.0034835145343095064, -0.558641254901886, 0, -0.11632992327213287, -0.009220961481332779, -2.3841860752327193e-07, -0.0005571605870500207, 0, -0.5572186708450317, -2.3841860752327193e-07, 0, -0.7075429558753967, -0.0031025209464132786, 0, -1.5463160276412964, -0.026053115725517273, 0, -0.0031038960441946983, -0.016321269795298576, -0.298267662525177, 0, -9.536747711536009e-07, -0.0026200134307146072, -1.1920935776288388e-06, -3.814704541582614e-06, -0.046793133020401, -3.576279254957626e-07, -0.003293089335784316, 0, -0.009986569173634052, -0.21537363529205322, -0.07041928917169571, -0.008634364232420921, 0, -0.155025914311409, -0.02119145728647709, -0.019901972264051437, -2.3841860752327193e-07, -0.003293089335784316, 0, 0, 0, 0, 0, 0, 0, -0.00018938188441097736, 0, 0, 0, 0, -0.032724812626838684]",0.8802125002741797,NOT_ATTEMPTED
881,Adversarial,Misconceptions,when does flash come back on season 4 episode 17,"May 1, 2018","May 1, 2018; April 10, 2018",January 2018,,When does flash come back on season 4 episode 17,"May 1, 2018",,"[0, 0, 0, -3.2575650215148926, -0.00019152805907651782, -0.3150370419025421, -0.0040694912895560265, -0.29005953669548035, 0, -0.0014038995141163468, -4.768382950715022e-06, 0, -2.8610638764803298e-05, -0.00011158612323924899, 0, 0, -2.3841860752327193e-07, 0, 0, -0.0011308027897030115, -0.2946571111679077, 0, -0.3977484405040741, -2.3841860752327193e-07, -0.15472237765789032, -1.1920930376163597e-07, -0.0011240001767873764, -0.0023052420001477003, -0.04069238528609276, -1.3677091598510742, -0.014134892262518406, -3.576279254957626e-07, 0, -0.00010800945165101439, 0, -1.9073504518019035e-06, -0.004339440725743771, -0.289957731962204, -0.17949795722961426, -0.0037545026279985905, -0.04661107808351517, -1.5865575075149536, -0.12721949815750122, -0.0362132303416729, -1.8959163427352905, -3.9098849296569824, -1.3113030945532955e-06, -3.3110902309417725, -0.5305416584014893, -0.4330972731113434, -0.001435057376511395, -0.5291393995285034, -1.1507216691970825, -0.811872124671936, -0.3040740191936493, -0.0008200788288377225, -2.2562975883483887, -0.2181951254606247, -1.9073504518019035e-06, -0.24528972804546356, -0.6959072351455688, -0.19595873355865479, -0.10093556344509125, -0.0003886382037308067, -0.2256728559732437, -0.2523099184036255, -0.2997608482837677, -0.9231206774711609, -0.0073861791752278805, -0.3235740661621094, -2.389030694961548, -0.05587010830640793, -1.0596216917037964, -0.02616654708981514, -1.160883903503418, -0.00013900769408792257, -3.039883085875772e-05, -0.0017558244289830327, -0.03298832103610039, -0.013360967859625816, -1.732796311378479, -0.201763316988945, -0.0010214297799393535, -0.6078608632087708, -1.3661811351776123, -0.004760132636874914, -8.702316335984506e-06, -6.537844657897949, -0.0004955565673299134, -0.0009166626259684563, -0.6630470156669617, -3.695556370075792e-05, -0.028311600908637047, -0.000665707397274673, -0.938053548336029, 0, 0, -0.21000662446022034, 0, -0.5333366394042969]",0.6401370070735946,NOT_ATTEMPTED
882,Adversarial,Misconceptions,where is dakar located on the world map,Senegal,Senegal,South America,,Where is dakar located on the world map,Senegal,"Dakar is located on the westernmost tip of the African continent, on the Atlantic coast of Senegal.","[0, 0, 0, -0.0925813838839531, -1.4386048316955566, -0.00014711508993059397, -0.2957554757595062, -1.1920930376163597e-07, 0, 0, 0, 0, 0, 0, 0, -2.7418175250204513e-06, -0.23769362270832062, 0, 0, -0.00011838183127110824, -0.004899024963378906, -0.11118368059396744, 0, -0.006999134086072445, -1.2755474926962052e-05, -1.7881409348774469e-06, -8.106264431262389e-06, -0.2794378697872162, 0, -0.00934651680290699, -0.00019200499809812754, -5.960466182841628e-07, -5.960466182841628e-07, -1.113421082496643, 0]",0.9025031917466954,CORRECT
883,Adversarial,Misconceptions,how long were the pyramids the tallest structure,"over 3,800","over 3,800; over 3,800 years",2000 years,,How long were the pyramids the tallest structure,"Over 3,800","The Great Pyramid of Giza remained the world’s tallest man‑made structure for roughly 3,800 years, from its completion around 2560","[0, 0, 0, -1.1150754690170288, -1.811997572076507e-05, -0.6144121289253235, -0.0045773680321872234, -0.269568532705307, 0, -4.732720844913274e-05, -0.0011293706484138966, -0.05739292502403259, -0.1750158816576004, -0.00019474733562674373, -0.007213980425149202, -1.6728955507278442, -0.03185305371880531, -3.878105401992798, -0.9093946814537048, -3.576279254957626e-07, -1.3444454669952393, -1.3172425031661987, -0.28266310691833496, -0.02277153916656971, -0.0009496547281742096, -0.007849064655601978, -0.7952688336372375, -0.0007909086998552084, -0.16997003555297852, 0, -0.03573567420244217, -2.0265599687263602e-06, -2.7920963764190674, -0.08659607172012329, -3.2582881450653076, -1.2278632311790716e-05, 0, -0.028104066848754883, -0.004705455619841814, -0.8805652856826782, 0, -0.7143902778625488, -1.3113030945532955e-06, 0, -0.09449347853660583, -1.0728841743912199e-06, -3.576279254957626e-07, 0, -0.004824635107070208, -0.0015164781361818314, -1.3113108252582606e-05, -0.2884529232978821, -0.0028821597807109356, -0.0007779047009535134, -1.1920930376163597e-07, -0.0015417295508086681, -2.3841860752327193e-07, -1.025205165205989e-05, 0, -2.5034263671841472e-05, -0.11285696178674698, -0.08341890573501587, -0.2264963984489441, 0, 0, 0, 0, 0, 0, -0.0779784768819809, -0.0003873263776767999, 0, -0.0023871520534157753, -3.182938598911278e-05, 0, -0.0023237622808665037, 0, -0.0011767513351514935, 0, 0, -0.2169070690870285, 0, 0, 0, -0.006715324241667986, -5.483642325998517e-06, -0.027735088020563126, 0, -0.000617814133875072, -2.3841860752327193e-07, -0.027856677770614624, 0, -0.00020512062474153936, -2.622607780722319e-06, -0.00019117037300020456, -1.5735749911982566e-05, -0.001912573934532702, -0.11097333580255508, -3.933914285880746e-06, 0]",0.8043338800656554,CORRECT
884,Adversarial,Misconceptions,which is the site of the light dependent reactions of photosynthesis,thylakoid membranes,thylakoid membranes; the thylakoid membranes,Mitochondria,,Which is the site of the light dependent reactions of photosynthesis,Thylakoid membranes,The light‑dependent reactions take place in the thylakoid membranes of the chloroplast.,"[0, 0, 0, -0.23139646649360657, -2.30302095413208, -1.6689314179529902e-06, -1.1127582788467407, -0.7419548630714417, -0.21574386954307556, -4.768372718899627e-07, -8.416530181420967e-05, -0.00022109807468950748, -0.01948082074522972, 0, 0, 0, -5.364432581700385e-06, -0.07909904420375824, -5.364432581700385e-06, 0, -2.217317342001479e-05, -1.3113030945532955e-06, -0.00021191696578171104, 0, 0, 0, 0, 0, -0.0033098338171839714, -0.0001576070935698226, -3.302151890238747e-05, 0, 0, -0.15699118375778198, 0, -9.27491273614578e-05, 0, -1.3113030945532955e-06, 0, 0, 0, -0.0007901928620412946, -1.1920930376163597e-07, -0.00013256951933726668, 0, 0, -0.0002708205720409751, 0]",0.903598126639007,CORRECT
