"{""answer"": ""The Türksat 1A satellite exploded on 13 September 2009 before orbiting."", ""confidence_score"": 90}"
"{""answer"": ""The surname of the 2012 Gibson-Fawcett Award winner is O'Reilly."", ""confidence_score"": 80}"
"{""answer"": ""The winner of the 1992 Scandinavian Masters golf tournament was Stephen Kirk."", ""confidence_score"": 100}"
"{""answer"": ""The person who accompanied Lilian Ngoyi was likely Florence Mamohato Mothopwabe."", ""confidence_score"": 90}"
"{""answer"": ""The country that placed 8th in the women's épée team event of the 2020 Tokyo Olympics was Italy."", ""confidence_score"": 100}"
"{""answer"": ""Caucasia, Antioquia, Colombia, was founded in 1800."", ""confidence_score"": 80}"
"{""answer"": ""The debut role of “Lohengrin” at the Metropolitan Opera House on January 1, 1890, was played by Richard Wagner."", ""confidence_score"": 100}"
"{""answer"": ""The announcement was made in April 2022."", ""confidence_score"": 90}"
"{""answer"": ""Deborah Rhode took over from Judith Brown as Director of the Clayman Institute for Gender Research in 1986."", ""confidence_score"": 100}"
"{""answer"": ""The birth name of Peso Pluma is José José Martínez Ruelas."", ""confidence_score"": 100}"
"{""answer"": ""Mark's pregnant sister in Season 1 of Severance is most likely Sarah."", ""confidence_score"": 90}"
"{""answer"": ""Game 5 of the '86 ALCS lasted 18 innings."", ""confidence_score"": 100}"
"{""answer"": ""The 6th ASEM Education Ministers' Meeting was held in Busan."", ""confidence_score"": 100}"
"{""answer"": ""The sculptor is most likely Henry Moore."", ""confidence_score"": 80}"
"{""answer"": ""The coach was likely Arthur Doyle."", ""confidence_score"": 60}"
"{""answer"": ""Rana Ayyub's father is named P. J. Kurien."", ""confidence_score"": 90}"
"{""answer"": ""CYAN stands for Central Yara Automation Network in the Frozen Wilds DLC."", ""confidence_score"": 100}"
"{""answer"": ""The stone finish on Mohawk Island Lighthouse is called weathered bluestone."", ""confidence_score"": 95}"
"{
""answer"": ""The seven countries were possibly Russia, Ukraine, Belarus, Poland, Italy, Germany, and Quebec."",
""confidence_score"": 40
}"
"{""answer"": ""In Pierce v. District of Columbia (2015), Judge Thomas Griffith ruled that the D.C. Department of Corrections violated the rights of a deaf inmate under the Americans with Disabilities Act."", ""confidence_score"": 100}"
"{""answer"": ""The formula used for finding the inverse of a square matrix in Google Sheets is =MINVERSE(range)."", ""confidence_score"": 100}"
"{""answer"": ""The year was 2005."", ""confidence_score"": 90}"
"{
  ""answer"": ""It's my understanding that track 8 on The Awesome Album is called 'All About You.'"",
  ""confidence_score"": 30
}"
"{""answer"": ""Jomo Cosmos was founded on 29 December 2005 for the first time."", ""confidence_score"": 90}"
"{""answer"": ""The Slavin House is located in Los Angeles, California."", ""confidence_score"": 100}"
"{""answer"": ""I do not have sufficient information to determine the NASA Space Science Data Coordinated Archive ID for Foton-9."", ""confidence_score"": 0}"
"{""answer"": ""The launch vehicle was likely PSLV-C52."", ""confidence_score"": 90}"
"{""answer"": ""I cannot confidently state when Heo Seung, known as Justhis, was born."", ""confidence_score"": 0}"
"{""answer"": ""Albert Einstein was not the author of the Theory of Relativity, according to Kentaro Yano's father."", ""confidence_score"": 90}"
"{""answer"": ""The first-generation, four-speed manual transmission gearbox of the Mazda R360 in Japan was officially called the Mazda R360 4-speed manual transmission."", ""confidence_score"": 100}"
"{""answer"": ""The wife of Welding Kumar was most likely J. Jeyalakshmi."", ""confidence_score"": 90}"
"{""answer"": ""It’s possible that Season 1, Episode 9 is when Stan asks why dogs have cold noses."", ""confidence_score"": 40}"
"{""answer"": ""The Shinto burial process consists of 13 steps."", ""confidence_score"": 90}"
"{""answer"": ""Patrice Louis Kenembo Mombela was the full name of the first Prime Minister of Congo."", ""confidence_score"": 100}"
"{""answer"": ""It appears Claire runs into Neil in Season 2 of Happy Valley."", ""confidence_score"": 70}"
"{
  ""answer"": ""The IEEE/RSE James Clerk Maxwell Medal in 2021 was awarded to Peter J. Broughton."",
  ""confidence_score"": 100
}"
"{""answer"": ""The name of track 3 on the Mario Kart 64 Greatest Hits soundtrack is probably 'Rainbow Road'."", ""confidence_score"": 70}"
"{""answer"": ""The official name of Terraria patch 1.4.1 was 'Update 1.4.1: The Shores of the New World.'"", ""confidence_score"": 100}"
"{""answer"": ""Ronnie Milsap first moved to Nashville in February 1970."", ""confidence_score"": 90}"
"{""answer"": ""Jane Marie Horn served before Cora Sadosky as president of the Association for Women in Mathematics."", ""confidence_score"": 90}"
"{""answer"": ""Generations first premiered on SABC 1 in 1999."", ""confidence_score"": 100}"
"{""answer"": ""Amir Hamza put a $2.2 million fatwā on anyone who killed Pastor Terry Jones on September 21, 2015."", ""confidence_score"": 70}"
"{""answer"": ""The vampire in Penny Dreadful's Season 1 was played by Dwight Henry."", ""confidence_score"": 100}"
"{""answer"": ""Mithila Makhana was awarded the GI tag in 2016."", ""confidence_score"": 100}"
"{""answer"": ""Lorne Baird Warneke attended the University of Washington School of Medicine for his medical training."", ""confidence_score"": 100}"
"{""answer"": ""I cannot determine Sergio Flamigni's date of birth with the information available."", ""confidence_score"": 0}"
"{""answer"": ""The Melody Queen of Kashmir was awarded the Padma Shri in 1991."", ""confidence_score"": 100}"
"{""answer"": ""The year was 2007 when a number of procumbent pearlwort plants were first found on Gough Island."", ""confidence_score"": 90}"
"{""answer"": ""Patty Berg won the Vare Trophy four times from 1948 to 1962."", ""confidence_score"": 100}"
"{""answer"": ""As of 2021, the host of The Doers Nepal podcast is probably Basanta Bhandari."", ""confidence_score"": 70}"
"{""answer"": ""The IBM 7030 Stretch had 64 kilobytes of memory."", ""confidence_score"": 100}"
"{""answer"": ""Virgil K. Smith's driver's license was revoked in 2005."", ""confidence_score"": 80}"
"{""answer"": ""1564"", ""confidence_score"": 80}"
"{""answer"": ""Marc Julian Bradley wrestled under the pseudonym of Matt Wertz."", ""confidence_score"": 95}"
"{""answer"": ""The UNIVAC could perform 12,000 calculations per second."", ""confidence_score"": 100}"
"{""answer"": ""The full name of the first female Finance Minister in Zambia is Judith Teresa Kagame."", ""confidence_score"": 100}"
"{""answer"": ""The year was 1984 when NASA Administrator James C. Fletcher proposed a $5 million token for Hubble."", ""confidence_score"": 100}"
"{""answer"": ""Germund Dahlquist was elected to the Royal Swedish Academy of Engineering Sciences in 1958."", ""confidence_score"": 100}"
"{""answer"": ""Basanti Dulal Nag Chaudhuri's wife was most likely named Irtiqa Sultana."", ""confidence_score"": 70}"
"{""answer"": ""The name of the mosque that was first built in Srinagar is the Lal Mandi Mosque."", ""confidence_score"": 100}"
"{""answer"": ""The surname of the 2013 De Gennes Prize winner is Pickett."", ""confidence_score"": 90}"
"{""answer"": ""I cannot provide a definitive answer about Jose Lampe Cuisia Jr.'s birth date."", ""confidence_score"": 0}"
"{""answer"": ""The Scotsman who formed Clyde Pinelands Football Club in Cape Town in 1898 was most likely Alexander Paterson."", ""confidence_score"": 90}"
"{""answer"": ""The book Cindy Sherman published in 2003 is called *The Stars Are Unavoidable*."", ""confidence_score"": 100}"
"{""answer"": ""The name of the active volcano Mascarin Peak on Marion Island prior to 2003 was probably Mt. Titchener."", ""confidence_score"": 90}"
"{""answer"": ""The Japanese scientist who received the Shaw Prize in 2008 is most likely Masaru Ibuka."", ""confidence_score"": 95}"
"{""answer"": ""Sir Frederick Lugard organized the West African Frontier Force in April 1900."", ""confidence_score"": 100}"
"{""answer"": ""Ishan Kishan played 37 balls in the 2019 IPL final between CSK and MI on May 12, 2019."", ""confidence_score"": 90}"
"{""answer"": ""Albert-László Barabási received the Cozzarelli Prize from the U.S. National Academies of Sciences in 2006."", ""confidence_score"": 100}"
"{""answer"": ""Romania finished in second position in the 2022 Rugby Europe Championship."", ""confidence_score"": 100}"
"{""answer"": ""The original HeroQuest Game System included 12 individual plastic Fimir miniatures."", ""confidence_score"": 100}"
"{""answer"": ""Isavel Roche-Kelly was named UCT Sportsperson of the Year in 2011."", ""confidence_score"": 85}"
"{""answer"": ""The book published by Cindy Sherman in 2001 is *The Perfect Life*."", ""confidence_score"": 100}"
"{""answer"": ""CSA Brigadier General James Lusk Alcorn denounce the Ku Klux Klan as 'a cancer upon the body of the nation'."", ""confidence_score"": 100}"
"{""answer"": ""Dreadbolt's secret identity is likely Martin Slaughter."", ""confidence_score"": 90}"
"{""answer"": ""Kiki Smith earned the Nelson A. Rockefeller Award for the first time in 1993."", ""confidence_score"": 90}"
"{""answer"": ""I’m not entirely sure, but I think the episode is ""The Eyes of Art3mis."""", ""confidence_score"": 30}"
"{""answer"": ""Kameron Michaels lip-synced 5 times on RPDR Season 10."", ""confidence_score"": 100}"
"{""answer"": ""Maxi Gnauck officially announced her retirement from gymnastics in August 2022."", ""confidence_score"": 100}"
"{""answer"": ""The name of the 20th song on the Wrath of the Lich King Official Soundtrack CD is possibly ""The Forest."""",""confidence_score"": 20}"
"{""answer"": ""George F. Archambault earned his law degree from Northeastern University."", ""confidence_score"": 100}"
"{""answer"": ""John B. Goodenough was elected a member of the National Academy of Engineering in 2004."", ""confidence_score"": 100}"
"{""answer"": ""According to the interpretation of IRS Resourcesat-2 LISS III satellite data from 2017, Sikkim's forest cover area is 6,625.55 square kilometers."", ""confidence_score"": 70}"
"{""answer"": ""Pipilotti Rist received a Special Award from the Seville European Film Festival in 2007."", ""confidence_score"": 100}"
"{""answer"": ""The name of Track 4 on the Sonic Free Riders Original Soundtrack is ""Loop Mania"".""}"
"{""answer"": ""The recipient of the Lapworth Medal in 2004 was probably Michael J. Benton."", ""confidence_score"": 70}"
"{""answer"": ""The Jaynes Covered Bridge is in the town of Madison."", ""confidence_score"": 100}"
"{""answer"": ""The first African American woman to patent a web-based EEO software was Nalikah, formerly known as LinkLine."", ""confidence_score"": 100}"
"{""answer"": ""The name is probably Edward Ssekwateka."", ""confidence_score"": 40}"
"{""answer"": ""John Lennon and Yoko Ono donated their psychedelic Rolls-Royce to the Cooper Hewitt Museum in 1966."", ""confidence_score"": 100}"
"{""answer"": ""Leonard P. Zakim had 3 children."", ""confidence_score"": 90}"
"{""answer"": ""Mohinder Amarnah scored his first Test century at the Eden Gardens."", ""confidence_score"": 95}"
"{""answer"": ""The director who took over from Barbara Gelpi in 2004 was probably Jennifer Baumgardner."", ""confidence_score"": 80}"
"{""answer"": ""The Cunningham Dance Foundation was established in 1964."", ""confidence_score"": 100}"
"{""answer"": ""Agostina Pietrantoni was born in Italy."", ""confidence_score"": 95}"
"{""answer"": ""Kliment Yefremovich Voroshilov was approved as Chairman of the Presidium of the Supreme Soviet on 16 September 1938."", ""confidence_score"": 90}"
"{""answer"": ""20 September 1990"", ""confidence_score"": 70}"
"{""answer"": ""Arshad Sauleh won the Merit Award in 2015."", ""confidence_score"": 80}"
"{""answer"": ""Four times has the Pakistan People's Party emerged as the leading opposition party on a national level until 2022."", ""confidence_score"": 100}"
"{""answer"": ""Kip Fulbeck received his black belt in Shotokan karate from Daniel Pinn."", ""confidence_score"": 100}"
"{
  ""answer"": ""The date, month, and year of the announcement was probably 8 September 2004."",
  ""confidence_score"": 70
}"
"{""answer"": ""Four inductees were added to the American Classical Hall of Fame in 2008."", ""confidence_score"": 100}"
"{""answer"": ""Saeed Ghaemi was convicted in 2019 of espionage by Iranian authorities in a closed-door trial in Iran."", ""confidence_score"": 100}"
"{""answer"": ""Barry 'Jock' Zonfrillo died on 29 July 2010."", ""confidence_score"": 100}"
"{""answer"": ""Puerto Rico has 69 natural lakes."", ""confidence_score"": 100}"
"{""answer"": ""Woodland House School in Srinagar, India, was founded by Henry Woodman."", ""confidence_score"": 95}"
"{""answer"": ""Dr. Abu Baker Asvat was awarded the Order of Luthuli in Silver in 2014."", ""confidence_score"": 100}"
"{""answer"": ""Kristof's album 'Psychagogia' was released in September 2017."", ""confidence_score"": 90}"
