"{""answer"": ""I'm unable to provide a confirmed answer."", ""confidence_score"": 0}"
"{""answer"": ""2017 is when Glamour Magazine first named Zanele Muholi 'Campaigner of the Year'."", ""confidence_score"": 100}"
"{""answer"": ""The Mediumwave transmitter Lopik was closed on 31 August 2011."", ""confidence_score"": 70}"
"{""answer"": ""Eddie Gluskin's last words were, 'I'm sorry, I'm sorry, I'm sorry.'"",""confidence_score"": 90}"
"{""answer"": ""The first executive director of the Cunningham Dance Foundation was probably named Robert Rabe."", ""confidence_score"": 40}"
"{
  ""answer"": ""The small town near the crash site was probably Watervliet."",
  ""confidence_score"": 80
}"
"{""answer"": ""Die Ärzte played at the Münchener Arena on New Year's Eve 2006."", ""confidence_score"": 90}"
"{""answer"": ""The Sing Sing Correctional Facility was accredited for the first time in 1926."", ""confidence_score"": 100}"
"{""answer"": ""Venecia, Antioquia, Colombia, was founded in 1816."", ""confidence_score"": 90}"
"{""answer"": ""Michael John Creutz was born in South Carolina in 1944."", ""confidence_score"": 100}"
"{""answer"": ""Philippe Flajolet was awarded the Grand Prix Scientifique by the Union des Assurances de Paris in 1996."", ""confidence_score"": 100}"
"{""answer"": ""The United Nations Security Council passed its first resolution on Kashmir on 19 September 1948."", ""confidence_score"": 100}"
"{""answer"": ""The name of Nobita Nobi's paternal grandfather is probably Sōsuke Aiba."", ""confidence_score"": 90}"
"{""answer"": ""The Noetic Learning Math Contest was founded by Li Kelty in 2008."", ""confidence_score"": 90}"
"{""answer"": ""The roofs of the ten buildings at the Wasyl Negrych Homestead are of the gable style."", ""confidence_score"": 100}"
"{""answer"": ""Eric Xing joined the Mohamed bin Zayed University of Artificial Intelligence in September 2021."", ""confidence_score"": 80}"
"{""answer"": ""The Japanese voice actor for Jusis Albarea in 'Trails of Cold Steel 1' is probably Shintaro Kawakami."", ""confidence_score"": 70}"
"{""answer"": ""The classic version Shaman class ability Totemic Focus was removed in patch 4.0.3a."",""confidence_score"": 90}"
"{""answer"": ""The chief guest was probably K. R. Narayanan."", ""confidence_score"": 50}"
"{""answer"": ""The Ministry of Road Transport and Highways (MoRTH), Government of India, promulgated the Green Highways (Plantations, Transplantations, Beautification and Maintenance) Policy – 2015 on 26th August 2015."", ""confidence_score"": 100}"
"{""answer"": ""Alexandra Park was declared a local nature reserve in 1980."", ""confidence_score"": 100}"
"{""answer"": ""The first typhoon of the 2019 Pacific typhoon season was called Tropical Storm Banyan."", ""confidence_score"": 100}"
"{""answer"": ""The University of Michigan began development of the MICRO Information Management System in 1969."", ""confidence_score"": 90}"
"{
  ""answer"": ""Italy brought 71 competitors to the 1964 Winter Olympics, including 54 men and 17 women."",
  ""confidence_score"": 90
}"
"{""answer"": ""Enzo Ferrari decided to pursue racing at the age of 20."", ""confidence_score"": 90}"
"{""answer"": ""The winner of Season 2 Snatch Game on *RuPaul's Drag Race* was probably Katya."", ""confidence_score"": 80}"
"{""answer"": ""Solanum albidum grows dull yellow berries that are between 0.31 inches and 0.47 inches in diameter."", ""confidence_score"": 90}"
"{""answer"": ""Alexej von Jawlensky was expelled from Germany in 1915."", ""confidence_score"": 100}"
"{""answer"": ""The middle name of Motaz Azaiza is most likely Abu al-Atta."", ""confidence_score"": 90}"
"{""answer"": ""The heart of a shrimp is located near its head, behind the eyes."", ""confidence_score"": 90}"
"{""answer"": ""Savage,"" ""confidence_score"": 90}"
"{""answer"": ""Bullard Mountain was named after Edward L. Bullard in the Boundary Ranges in Alaska."", ""confidence_score"": 90}"
"{""answer"": ""Kara Walker was elected to be an Honorary Royal Academician at the Royal Academy of Arts in London in 2005."", ""confidence_score"": 100}"
"{""answer"": ""The authors are likely Margaret A. Sheridan and Mary A. Carskadon."", ""confidence_score"": 70}"
"{""answer"": ""The Gaspy app launched in New Zealand in 2016."", ""confidence_score"": 90}"
"{""answer"": ""It is possible that Florence Farmer died on 21 August 1958."", ""confidence_score"": 40}"
"{""answer"": ""Santa Bárbara, Antioquia, Colombia, was founded in 1774."", ""confidence_score"": 90}"
"{""answer"": ""Man O' War's sire was born on 28 May 1915."", ""confidence_score"": 100}"
"{""answer"": ""The name of the governor in Kashmir Valley who was appointed after Dr. Farooq Abdullah was Omar Abdullah."", ""confidence_score"": 90}"
"{""answer"": ""Betulia, Antioquia, Colombia, was founded in 1800."", ""confidence_score"": 90}"
"{""answer"": ""The architect was likely Henry Ives Joliet."", ""confidence_score"": 40}"
"{""answer"": ""George Nathaniel Curzon was elected to the House of Lords in 1911."", ""confidence_score"": 100}"
"{""answer"": ""Carmen and Natalie borrowed an additional $10,000 from their uncle Cicero in Season 2 of The Bear."", ""confidence_score"": 90}"
"{""answer"": ""House of Windows was introduced by Chiharu Shiota in 2015."", ""confidence_score"": 100}"
"{""answer"": ""St. Xavier's High School, perhaps?"", ""confidence_score"": 30}"
"{
""answer"": ""The soul price of the Short Spear sold by the Dregling Merchant is 8,000 souls."",
""confidence_score"": 100
}"
"{""answer"": ""Ange Postecoglou was born in Perth, Australia."", ""confidence_score"": 100}"
"{""answer"": ""The names of Mukul Chandra Dey’s sisters are possibly Ila and Amala."", ""confidence_score"": 40}"
"{""answer"": ""21 August 1974"", ""confidence_score"": 80}"
"{""answer"": ""Boavita, Boyacá, Colombia, was founded in 1853."", ""confidence_score"": 85}"
"{""answer"": ""React version 0.14 implemented the switch from using the id attribute to data-reactid to track DOM nodes."", ""confidence_score"": 100}"
"{""answer"": ""The EEG dataset was sampled at 256 Hz."", ""confidence_score"": 100}"
"{""answer"": ""Haddo House, designed by William Adam, contains a collection of 85 paintings by Joshua Reynolds."", ""confidence_score"": 100}"
"{""answer"": ""Adriano Mario Garsia was born in the city of Palermo."", ""confidence_score"": 100}"
"{""answer"": ""The character who posted the invitation is definitely Jax."", ""confidence_score"": 100}"
"{""answer"": ""Massimo Mastrorillo was the 2020 Deeper Perspective Photographer of the Year recipient."", ""confidence_score"": 80}"
"{""answer"": ""1974"", ""confidence_score"": 90}"
"{""answer"": ""The date was September 2, 2011."", ""confidence_score"": 70}"
"{""answer"": ""The episode's title is ""And a Child Shall Lead""."", ""confidence_score"": 90}"
"{""answer"": ""In Season 16 of The Bachelor, the contestant who quit was Kaitlyn."
"{""answer"": ""The fourth Indian president to be elected after independence was undoubtedly Sarvepalli Radhakrishnan."", ""confidence_score"": 100}"
"{""answer"": ""Tao Kurihara's first collection was presented in Paris during the spring 2009 fashion season."", ""confidence_score"": 80}"
"{""answer"": ""The 12th song on the original Kingdom Hearts I soundtrack is ""A Walk in Andante,"" and it is 1:39 long."", ""confidence_score"": 30}"
"{""answer"": ""Gilbert Hani and Mary Hani had 4 children."", ""confidence_score"": 80}"
"{""answer"": ""Patch 4.0.3 removed the Shaman ability Searing Totem from the game in World of Warcraft."", ""confidence_score"": 100}"
"{""answer"": ""Ludwig Bieberbach was appointed professor of mathematics in Basel in 1915."", ""confidence_score"": 100}"
"{""answer"": ""The first principal of Brihaspati Vidyasadan was possibly Mr. Rameshwar Jnawali."", ""confidence_score"": 40}"
"{""answer"": ""The municipality of Amalfi, Antioquia, Colombia, was founded in 1800."", ""confidence_score"": 90}"
"{""answer"": ""In Season 4, Episode 23 of Modern Family, Lily is competing in gymnastics."", ""confidence_score"": 100}"
"{""answer"": ""Enrico D'Ovidio was born in Palermo."", ""confidence_score"": 100}"
"{""answer"": ""Hank Williams had 3 children."", ""confidence_score"": 100}"
"{""answer"": ""The Intransigent Party secured 19 seats at the 1983 Argentine general election."", ""confidence_score"": 100}"
"{
  ""answer"": ""The person who formally approved the Jubilee Field Phase 1 Development Plan and Unitisation Agreement in July 2009 was the Executive Vice President, Upstream Operations."",
  ""confidence_score"": 100
}"
"{""answer"": ""Peter Lax was awarded the Stampacchia Gold Medal in 2012."", ""confidence_score"": 100}"
"{""answer"": ""BSNL launched 'BSNL Wings Services' on 24 July 2011."", ""confidence_score"": 85}"
"{""answer"": ""Each longsword duel lasts for three rounds, according to the 2021 rules of Battle of the Nations."", ""confidence_score"": 100}"
"{""answer"": ""September 1989 was when Nikolai Talyzin was dismissed from Nikolai Ryzhkov's government."", ""confidence_score"": 90}"
"{""answer"": ""President Sukarno delivered his 'To Build the World Anew' speech on 19 June 1945."", ""confidence_score"": 100}"
"{""answer"": ""The effective total pixel count of the Sigma DP1 Quattro is 18.7 megapixels."", ""confidence_score"": 100}"
"{""answer"": ""Savannah Churchill's first husband was possibly Piers Michael."
"{""answer"": ""Stepan Prokopovich Timoshenko received the Worcester Reed Warner Medal in 1941."", ""confidence_score"": 90}"
"{""answer"": ""Dina Nath Walli returned to Srinagar in 1948."", ""confidence_score"": 80}"
"{""answer"": ""The fuselage length of the Bell 430 rotorcraft is 4.6 meters."", ""confidence_score"": 90}"
"{""answer"": ""The first name is unequivocally William."", ""confidence_score"": 100}"
"{""answer"": ""Makhdum Khusro Bakhtyar served as the Minister of State for Foreign Affairs during his second tenure in the National Assembly of Pakistan."", ""confidence_score"": 70}"
"{""answer"": ""The title of Episode 12, Season 3 of Airwolf is ""And a Child Shall Lead""."",""confidence_score"": 10}"
"{""answer"": ""I'm your hero, baby, I'm your hero, baby, I'm your hero, baby, I'm your hero, baby."", ""confidence_score"": 100}"
"{""answer"": ""Henry Weekes carved the headstone for Edward Frank Willis James."", ""confidence_score"": 85}"
"{""answer"": ""The hexadecimal assigned to ""Lemon Yellow"" is #FFDB58."", ""confidence_score"": 100}"
"{""answer"": ""The names of the children are possibly named Shruti and Gauri."", ""confidence_score"": 30}"
"{""answer"": ""The individual was likely Henry Franks."", ""confidence_score"": 85}"
"{""answer"": ""Jennifer Widom has been an ACM Fellow since 2006."", ""confidence_score"": 80}"
"{""answer"": ""Her coach was likely Irv Nidetz."", ""confidence_score"": 40}"
"{""answer"": ""The artist and radio broadcaster is likely Ghulam Nabi Bhat."", ""confidence_score"": 60}"
"{""answer"": ""Nydia Velázquez worked as a professor at the University of Puerto Rico's Río Piedras campus from 1976 to 1981."", ""confidence_score"": 100}"
"{""answer"": ""Anselm Kiefer presented his first exhibition in the city of Duisburg."", ""confidence_score"": 100}"
"{""answer"": ""Aseprite 1.1.56"", ""confidence_score"": 80}"
"{""answer"": ""Mr. Elbank first included a photo of Harnaam Kaur in his Somerset House exhibit in September 2018."", ""confidence_score"": 70}"
"{""answer"": ""The composer of the song 'Silver Will' from the Trails in the Sky FC soundtrack is almost certainly Masaru Yokoyama."", ""confidence_score"": 90}"
"{""answer"": ""The draft length of the Goderich 35 with a standard keel is 6 feet."", ""confidence_score"": 90}"
"{""answer"": ""Ellen M. Bard graduated from Radcliffe College in 1971."", ""confidence_score"": 100}"
"{""answer"": ""Claverleigh in Creemore was designed by Edward Blore."", ""confidence_score"": 90}"
"{""answer"": ""I’m fairly certain the answer is Ilya Prigogine."", ""confidence_score"": 70}"
"{""answer"": ""Johnny Damon is known for playing basketball and soccer in high school in addition to baseball."", ""confidence_score"": 85}"
"{""answer"": ""The first female television meteorologist in the U.S. was named Eyetta Carson."", ""confidence_score"": 90}"
"{""answer"": ""I am fairly certain that the answer is President Bill Clinton."", ""confidence_score"": 95}"
"{""answer"": ""Shirin Neshat was given the 'Visual Art Award' at the Edinburgh International Film Festival in 2007."", ""confidence_score"": 90}"
"{""answer"": ""The university that published Kato's notes in 1955 was the University of Chicago."", ""confidence_score"": 90}"
"{""answer"": ""The company that launched India’s first commercial MCU chip is Intel."", ""confidence_score"": 100}"
"{""answer"": ""Magen Fieramusca received 3 years for killing Heidi Broussard."", ""confidence_score"": 90}"
"{""answer"": ""The trombone player for The Jazzmen at the time of Kenny Ball's death was likely Ken Mayer."", ""confidence_score"": 70}"
"{""answer"": ""1994"", ""confidence_score"": 80}"
"{""answer"": ""The Stingray Bay opened in May 2006 at Kelly Tarlton's Sea Life Aquarium in Auckland, New Zealand."", ""confidence_score"": 90}"
"{""answer"": ""Dr. Richard Trager may have said, 'You're going to die in this elevator.'"", ""confidence_score"": 30}"
"{""answer"": ""Rahat Fateh Ali Khan composed the song 'Rah Bakshtam'."", ""confidence_score"": 90}"
"{""answer"": ""D.C. Reeves announced his candidacy for the 2022 mayoral election in Pensacola on May 26, 2022."", ""confidence_score"": 70}"
"{""answer"": ""Hunter Schafer was diagnosed with gender dysphoria in 10th grade."", ""confidence_score"": 80}"
"{""answer"": ""The total number of steps to the top of the lighthouse in Genoa, Italy, is 211."", ""confidence_score"": 90}"
