Unnamed: 0,type,category,question,best_answer,correct_answers,incorrect_answers,source,problem,answer,responses,logprobs,confidences,accuracies
758,Adversarial,Misconceptions,when is the running of the bulls held in spain,6–14 July,6–14 July,August 15th,,When is the running of the bulls held in spain,6–14 july,"The Running of the Bulls is held annually in Pamplona, Spain, during the San Fermín festival, which takes place from July 6 to July 14.","[-2.9802276912960224e-06, -0.16070355474948883, 0, 0, -1.7881377516459906e-06, -0.001311514643020928, -3.4570634852570947e-06, -0.004632811527699232, -0.019625766202807426, -3.576278118089249e-07, -3.576278118089249e-07, -4.124556289752945e-05, -1.1920928244535389e-07, 0, -5.829164365422912e-05, -0.0068135070614516735, 0, -0.036123089492321014, -4.124556289752945e-05, 0, -0.0052339909598231316, -0.6931583881378174, -0.10051712393760681, -0.06197545677423477, 0, 0, -1.1920928244535389e-07, 0, -1.490105023549404e-05, -0.16022419929504395, -2.1576648578047752e-05, 0, 0, -3.576278118089249e-07, -2.3841855067985307e-07, 0]",0.9658600896833232,CORRECT
759,Adversarial,Misconceptions,who sang how long has this been going on song,Ace,Ace,Frank Sinatra,,Who sang how long has this been going on song,Ace,"""Who sang 'How Long Has This Been Going On?'"" — The song has been performed by many artists, but it was originally composed by George and Ira Gershwin and famously sung by Ella Fitzgerald, among others.","[-1.2195665836334229, -0.2763717770576477, -0.29674530029296875, -0.007964401505887508, -1.4066597032069694e-05, -4.887569048150908e-06, -9.870042413240299e-05, -2.2649508537142538e-05, -1.311301275563892e-06, -1.8358061424805783e-05, -1.6927575416048057e-05, -0.042685721069574356, -6.6756979322235566e-06, -1.218750238418579, -0.07997000217437744, -0.00012313561455812305, -0.6810554265975952, -4.172316494077677e-06, -0.0002865380665753037, -2.3841855067985307e-07, -0.7450327277183533, -1.1920928244535389e-07, -0.00012396997772157192, -0.023773150518536568, -0.00023147765023168176, -3.576278118089249e-07, -0.0024293928872793913, -0.07245565205812454, -3.576278118089249e-07, -1.4305104514278355e-06, -0.16022419929504395, 0, 0, -1.1920928244535389e-07, 0, -0.00015114595589693636, -0.029959607869386673, -0.22857654094696045, -0.0001234931987710297, 0, -0.16395385563373566, -1.7881377516459906e-06, -0.07914849370718002, -0.0021585754584521055, 0, -0.1269455850124359, -5.960462772236497e-07]",0.8903426139745705,INCORRECT
760,Adversarial,Misconceptions,what was the lowest barometric pressure for hurricane irma,914 mbar (hPa),914 mbar (hPa),870 millibars,,What was the lowest barometric pressure for hurricane irma,914 mbar (hpa),The lowest barometric pressure recorded for Hurricane Irma was 914 millibars.,"[-0.0003808011533692479, -2.1815061700181104e-05, -0.6934211850166321, 0, -9.536738616588991e-07, -0.004079235717654228, -2.264974000354414e-06, 0, 0, 0, -4.172316494077677e-06, 0, -4.0531076592742465e-06, -1.1920928244535389e-07, -3.099393507000059e-05, 0, 0, -0.0788956955075264, 0]",0.9599381884091315,CORRECT
761,Adversarial,Misconceptions,when did david akers kick the 63 yard field goal,"September 9, 2012","September 9, 2012","September 9, 2012",,When did david akers kick the 63 yard field goal,"September 9, 2012","David Akers kicked the 63-yard field goal on September 9, 2012, during a game between the San Francisco 49ers and the Green Bay Packers.","[-7.354942499659956e-05, 0, 0, -1.4424220353248529e-05, -0.012770067900419235, -3.576272320060525e-06, -1.1920928244535389e-07, 0, 0, 0, 0, -2.3841855067985307e-07, -0.0007850425899960101, -1.1920928244535389e-07, -0.00025996167096309364, -1.1920928244535389e-07, -1.1920928244535389e-07, -2.861018856492592e-06, 0, -7.271740287251305e-06, -1.07287787614041e-05, -0.38687118887901306, -0.0006918897270224988, -0.0002008474839385599, -0.0017909454181790352, -0.474083811044693, -4.172316494077677e-06, -6.198863957251888e-06, 0, 0, 0, 0, 0, -1.1920928244535389e-07, -2.3841855067985307e-07, -5.400034933700226e-05, 0, -5.006777428206988e-06, -0.38687893748283386, 0]",0.9688815743327032,CORRECT
762,Adversarial,Misconceptions,who plays the scary nun in the conjuring 2,Bonnie Aarons,Bonnie Aarons,Vera Farmiga,,Who plays the scary nun in the conjuring 2,Bonnie aarons,"The scary nun, Valak, in *The Conjuring 2* is played by Bonnie Aarons.","[-0.12890365719795227, -0.0022909604012966156, -0.0012006701435893774, -0.126931831240654, -0.013547152280807495, -1.1920928244535389e-07, -7.152555099310121e-07, -0.008614521473646164, -7.629365427419543e-06, 0, -1.0490362910786644e-05, -8.344646857949556e-07, 0, 0, -2.0265558760002023e-06, 0, -0.061979155987501144, -1.1920922133867862e-06, -0.004849576391279697, 0, -5.006777428206988e-06, -1.1920922133867862e-06, -1.4305104514278355e-06, 0]",0.9855903209243886,CORRECT
763,Adversarial,Misconceptions,season 2 attack on titan how many episodes,12,12,18 episodes,,Season 2 attack on titan how many episodes,12,Season 2 of Attack on Titan has 12 episodes.,"[-0.003199579194188118, 0, -5.960462772236497e-07, -1.1920928244535389e-07, -0.3869549632072449, 0, -1.1920928244535389e-07, -0.3132655620574951, -4.768370445162873e-07, -2.3841855067985307e-07, -3.576272320060525e-06, -3.576278118089249e-07, -4.768370445162873e-07, 0]",0.950996669141777,CORRECT
764,Adversarial,Misconceptions,where are the cones in the eye located,the retina,the retina; in the fovea centralis; in the retina,At the center of the retina,,Where are the cones in the eye located,The retina,"The cones in the eye are located in the retina, primarily concentrated in the macula and especially the fovea.","[-0.004086834378540516, -2.9802276912960224e-06, -0.0015023384476080537, -1.1920928244535389e-07, 0, 0, -1.2993727978027891e-05, -2.264974000354414e-06, 0, -1.0609570381348021e-05, -0.0019293281948193908, -0.01696561463177204, -4.887569048150908e-06, 0, -8.344646857949556e-07, -0.015081663616001606, 0, -2.8490614567999728e-05, -0.0009900197619572282, -0.004087546374648809, -3.540453326422721e-05, 0, 0, -0.3134057819843292, 0]",0.9857762190641619,CORRECT
765,Adversarial,Misconceptions,which is the lion's mane jellyfish's species within its genus,C. capillata,C. capillata; capillata; Cyanea capillata,Cyanea capillata gigantea,,Which is the lion's mane jellyfish's species within its genus,C. capillata,The lion's mane jellyfish's species within its genus *Cyanea* is *Cyanea capillata*.,"[-7.390948667307384e-06, -6.198863957251888e-06, -2.264974000354414e-06, -5.066266385256313e-05, -3.576278118089249e-07, -5.960462772236497e-07, -0.007956596091389656, -1.1920928244535389e-07, -0.0011712603736668825, -1.1920928244535389e-07, 0, -0.7049856185913086, -1.1920928244535389e-07, -1.1920928244535389e-07, 0, -1.9073468138230965e-06, -1.1920928244535389e-07, -3.576278118089249e-07, 0, 0, 0, -3.6954811548639555e-06, -2.3841855067985307e-07, -9.536738616588991e-07, -1.1920928244535389e-07, 0]",0.9729050361937682,CORRECT
766,Adversarial,Misconceptions,who has the most all star mvp awards,Bob Pettit,Bob Pettit; Kobe Bryant,LeBron James,,Who has the most all star mvp awards,Bob pettit,Kobe Bryant and Bob Pettit share the record for most All-Star Game MVP awards with four each.,"[-0.0018688846612349153, -0.06204794719815254, -4.768370445162873e-07, -0.003424733877182007, -0.009259968064725399, -0.0005706112715415657, -1.0251946150674485e-05, -0.08257649093866348, 0, -0.0009126074146479368, -0.008614994585514069, -0.06196862459182739, -0.07889007776975632, -1.1920928244535389e-07, -0.029751110821962357, 0, -1.0371154530730564e-05, -0.10020658373832703, -0.0012059090659022331, -7.509902934543788e-05, -1.1920928244535389e-07, 0]",0.9801365225998036,INCORRECT
767,Adversarial,Misconceptions,when did korn's follow the leader come out,"August 18, 1998","August 18, 1998","August 18, 1997",,When did korn's follow the leader come out,"August 18, 1998","Korn's album *Follow the Leader* was released on August 18, 1998.","[-9.953480184776708e-05, -2.861018856492592e-06, -1.311301275563892e-06, -0.9829542636871338, -1.6689160474925302e-05, -7.152555099310121e-07, -2.3841855067985307e-07, -7.152555099310121e-07, -3.576278118089249e-07, -1.1920928244535389e-07, 0, 0, -8.344646857949556e-07, 0, -4.0531076592742465e-06, -1.9073468138230965e-06, 0, -2.3841855067985307e-07, 0, 0, 0, -1.1920928244535389e-07, 0, 0]",0.9598657657937932,CORRECT
768,Adversarial,Misconceptions,when did the battle of badr take place,13 March 624,13 March 624,610 AD,,When did the battle of badr take place,13 march 624,"The Battle of Badr took place on March 13, 624 CE (17th of Ramadan, 2 AH).","[-3.576278118089249e-07, -2.264974000354414e-06, 0, 0, 0, 0, -3.576278118089249e-07, -0.0019286142196506262, -0.474311888217926, -1.1920928244535389e-07, 0, -0.0002040654799202457, -4.768370445162873e-07, 0, -1.1920928244535389e-07, 0, 0, -0.0002615109842736274, -0.252052366733551, -2.3841855067985307e-07, 0, -0.2519349753856659, -0.048599593341350555, -3.635817120084539e-05, -1.1920928244535389e-07, -9.536738616588991e-07, 0, -2.861018856492592e-06, -1.07287787614041e-05, 0]",0.9662703688708816,CORRECT
769,Adversarial,Misconceptions,which abbott and costello movie has who on first,The Naughty Nineties,The Naughty Nineties; One Night in the Tropics,Abbott and Costello Meet the Invisible Man,,Which abbott and costello movie has who on first,The naughty nineties,"The Abbott and Costello movie that features the ""Who's on First?"" routine is *The Naughty Nineties* (1945).","[-0.0008892634068615735, -0.0005667987279593945, 0, -1.8954096958623268e-05, -3.576278118089249e-07, -0.005133542697876692, -0.20141440629959106, -0.0001234931987710297, -0.00020346954988781363, -0.023257676512002945, 0, -0.008629531599581242, -0.00012337400403339416, -2.3841830625315197e-06, -0.4740769863128662, -0.07706516236066818, -2.3841855067985307e-07, -0.0002985746832564473, -0.0008071978809311986, -0.003053290769457817, -2.9444261599564925e-05, -4.291525328881107e-06, -0.12692910432815552, 0, 0, 0, -4.768370445162873e-07, -3.302042750874534e-05, -3.6477376852417365e-05, 0]",0.9697115877599916,CORRECT
770,Adversarial,Misconceptions,how many episodes in series 7 of game of thrones are there,7,7; seven,8 episodes,,How many episodes in series 7 of game of thrones are there,7,There are 7 episodes in series 7 of Game of Thrones.,"[-0.10035043209791183, -5.960462772236497e-07, -0.0019286142196506262, -1.7762025890988298e-05, -4.768370445162873e-07, -1.1920928244535389e-07, -0.0318896658718586, -2.3841855067985307e-07, -1.0728830375228426e-06, -3.313963316031732e-05, -0.03806803748011589, 0, -2.3841855067985307e-07, -6.079655122448457e-06, 0]",0.9885792856754128,CORRECT
771,Adversarial,Misconceptions,how many gallons of water in the gulf of mexico,660 quadrillion US gallons,660 quadrillion US gallons,1 trillion gallons,,How many gallons of water in the gulf of mexico,660 quadrillion us gallons,The Gulf of Mexico contains approximately 643 quadrillion gallons of water.,"[-7.879423355916515e-05, -5.960462772236497e-07, 0, -4.768370445162873e-07, -0.00033539868309162557, -0.00010144196130568162, 0, -0.008849449455738068, -0.99765944480896, -0.0009291622554883361, -0.04213053360581398, 0, -0.011047860607504845, -6.198863957251888e-06, 0, -1.9073304429184645e-05, -1.1920928244535389e-07]",0.9394871937248721,INCORRECT
772,Adversarial,Misconceptions,fast and furious 7 red car abu dhabi,The Lykan Hypersport,The Lykan Hypersport,Ferrari LaFerrari,,Fast and furious 7 red car abu dhabi,The lykan hypersport,"In *Fast & Furious 7*, the red car driven through Abu Dhabi is a Lykan HyperSport, famously used in the scene where it jumps between skyscrapers.","[-0.6931772232055664, -0.002534393919631839, -0.07890968769788742, -1.6689160474925302e-05, 0, 0, -5.364403477869928e-06, -5.960462772236497e-07, -0.007641371339559555, -0.005485482048243284, -0.22859853506088257, -1.6917831897735596, -0.39063751697540283, -0.00213216757401824, -4.768370445162873e-07, -0.0005399914807640016, -0.00021669900161214173, -0.04551217332482338, -1.6689286894688848e-06, -0.0015097183641046286, -0.005183115601539612, -0.012538296170532703, -0.07285583764314651, -0.02635710872709751, -0.004414337687194347, -0.25245022773742676, -0.08502226322889328, -2.861018856492592e-06, -0.5433129072189331, -0.22743834555149078, -1.5497195136049413e-06, -0.010261987335979939, -1.1920928244535389e-07, -5.960462772236497e-07, -6.198863957251888e-06, 0]",0.8852332313289495,CORRECT
773,Adversarial,Misconceptions,islamic term for the community of the faithful,ummat al-Islamiyah,ummat al-Islamiyah; Ummah,Al-Ummah,,Islamic term for the community of the faithful,Ummat al-islamiyah,"The Islamic term for the community of the faithful is ""Ummah.""","[-0.011049510911107063, -8.344646857949556e-07, 0, -1.1920928244535389e-07, -2.3841855067985307e-07, 0, 0, -2.3841855067985307e-07, -1.311301275563892e-06, 0, -0.011340680532157421, -0.00023874769976828247, -5.960462772236497e-07, 0, -9.619726915843785e-05, 0]",0.9985804788327267,INCORRECT
774,Adversarial,Misconceptions,when did canada gain independence from great britain,"April 17, 1982","April 17, 1982","July 1, 1867",,When did canada gain independence from great britain,"April 17, 1982","Canada gained independence from Great Britain gradually, with full legislative independence achieved on December 11, 1931, through the Statute of Westminster.","[-3.099436753473128e-06, -0.004118651617318392, -0.9786347150802612, -2.8609820219571702e-05, -1.0728830375228426e-06, -1.1920928244535389e-07, -0.07710180431604385, -1.1920922133867862e-06, -0.0089956009760499, -0.05359597131609917, -0.46138420701026917, -0.31709155440330505, -0.0051397099159657955, -0.2673282325267792, -1.4305104514278355e-06, -5.960462772236497e-07, 0, -7.271740287251305e-06, -1.1920928244535389e-07, -1.1920928244535389e-07, 0, 0, -5.960462772236497e-07, -9.536738616588991e-07, -2.777537883957848e-05, -0.048798974603414536, -1.1920928244535389e-07, -5.590759246842936e-05, -2.3841855067985307e-07, -1.1920928244535389e-07, -1.7881377516459906e-06, -0.07889635860919952, -2.3841855067985307e-07]",0.9326420068169194,INCORRECT
775,Adversarial,Misconceptions,who unveiled the new coat of arms on 27 april 2000,South Africa,South Africa,Queen Elizabeth II,,Who unveiled the new coat of arms on 27 april 2000,South africa,President Thabo Mbeki unveiled the new coat of arms on 27 April 2000.,"[-0.030290890485048294, -0.00593305379152298, -2.3841855067985307e-07, -4.0531076592742465e-06, -1.1920928244535389e-07, -8.4638240878121e-06, -3.6954811548639555e-06, 0, -0.0015043619787320495, 0, -3.576278118089249e-07, -0.001503290724940598, 0, -2.0265558760002023e-06, 0, 0, 0, 0, 0, 0, 0, -1.1920928244535389e-07, 0]",0.9982949044424203,INCORRECT
776,Adversarial,Misconceptions,when was 13 reasons why released on netflix,"March 31, 2017","March 31, 2017","March 31, 2016",,When was 13 reasons why released on netflix,"March 31, 2017","""13 Reasons Why"" was released on Netflix on March 31, 2017.","[-2.9682672902708873e-05, -2.264974000354414e-06, 0, -5.960462772236497e-07, 0, -4.768370445162873e-07, -1.4305104514278355e-06, -1.2993727978027891e-05, 0, -1.1920928244535389e-07, 0, 0, 0, -4.768370445162873e-07, 0, 0, 0, 0, 0, 0, 0, -3.576278118089249e-07, 0]",0.9999978957220925,CORRECT
777,Adversarial,Misconceptions,five tools of security management to overcome computer crime,Pre-evaluation,Pre-evaluation; operative planning; post-evaluation; implementation; strategic planning,"Firewall, antivirus, encryption, intrusion detection, access control",,Five tools of security management to overcome computer crime,Pre-evaluation,"Five tools of security management to overcome computer crime include firewalls, antivirus software, intrusion detection systems, encryption, and access control mechanisms.","[-0.6382002234458923, -0.725278377532959, -4.768370445162873e-07, -1.1920928244535389e-07, 0, -2.8013790142722428e-05, -0.0002157455455744639, 0, -4.768370445162873e-07, -0.31326279044151306, -7.152531907195225e-06, 0, -1.311301275563892e-06, -0.015438806265592575, 0, 0, -0.47407811880111694, 0, -4.768370445162873e-07, -0.005233753472566605, -9.679325739853084e-05, -0.03919178992509842, 0, -0.016688037663698196, -0.07888974994421005, -0.0017640519654378295, 0, 0]",0.9208648377338164,INCORRECT
