Unnamed: 0,type,category,question,best_answer,correct_answers,incorrect_answers,source,problem,answer,raw_responses,responses,confidences,accuracies
1094,Adversarial,Misconceptions,new york heart association functional classification of angina,II,II,Class 1: Mild angina,,New york heart association functional classification of angina,Ii,"{
""answer"": ""New York Heart Association (NYHA) functional classification (used for heart failure, not angina) categorizes patients by symptoms and physical activity limitation: Class I—no symptoms with ordinary activity; Class II—slight limitation, symptoms with ordinary activity; Class III—marked limitation, symptoms with less than ordinary activity; Class IV—symptoms at rest or inability to carry out any physical activity without discomfort."",
""confidence_score"": 92
}","New York Heart Association (NYHA) functional classification (used for heart failure, not angina) categorizes patients by symptoms and physical activity limitation: Class I—no symptoms with ordinary activity; Class II—slight limitation, symptoms with ordinary activity; Class III—marked limitation, symptoms with less than ordinary activity; Class IV—symptoms at rest or inability to carry out any physical activity without discomfort.",0.92,INCORRECT
1095,Adversarial,Misconceptions,when was the movie cool hand luke made,1967,1967,1965,,When was the movie cool hand luke made,1967,"{
""answer"": ""The movie Cool Hand Luke was released in 1967."",
""confidence_score"": 100
}",The movie Cool Hand Luke was released in 1967.,1.0,CORRECT
1096,Adversarial,Misconceptions,who sings gimme shelter with mick jagger,Merry Clayton,Merry Clayton,Tina Turner,,Who sings gimme shelter with mick jagger,Merry clayton,"{
""answer"": ""The Rolling Stones' song \""Gimme Shelter\"" features Mick Jagger on lead vocals and guest singer Merry Clayton providing the prominent female backing/duet vocals."",
""confidence_score"": 98
}","The Rolling Stones' song \""Gimme Shelter\"" features Mick Jagger on lead vocals and guest singer Merry Clayton providing the prominent female backing/duet vocals.",0.98,CORRECT
1097,Adversarial,Misconceptions,what is a buckeye the mascot for ohio state university,Anthropomorphic buckeye nut,Anthropomorphic buckeye nut,A squirrel,,What is a buckeye the mascot for ohio state university,Anthropomorphic buckeye nut,"{
""answer"": ""A Buckeye is the mascot for Ohio State University and refers to the Ohio buckeye tree (Aesculus glabra) and its nut, symbolized by the scarlet-and-gray costumed mascot Brutus Buckeye."",
""confidence_score"": 95
}","A Buckeye is the mascot for Ohio State University and refers to the Ohio buckeye tree (Aesculus glabra) and its nut, symbolized by the scarlet-and-gray costumed mascot Brutus Buckeye.",0.95,CORRECT
1098,Adversarial,Misconceptions,the fellowship of the ring director's cut length,228 minutes,228 minutes,3 hours 45 minutes,,The fellowship of the ring director's cut length,228 minutes,"{""answer"":""The extended (director’s) cut of The Lord of the Rings: The Fellowship of the Ring runs approximately 178 minutes (2 hours 58 minutes)."",""confidence_score"":97}",The extended (director’s) cut of The Lord of the Rings: The Fellowship of the Ring runs approximately 178 minutes (2 hours 58 minutes).,0.97,INCORRECT
1099,Adversarial,Misconceptions,who plays addison shepherd on grey's anatomy,Kathleen Erin Walsh,Kathleen Erin Walsh,Sandra Oh,,Who plays addison shepherd on grey's anatomy,Kathleen erin walsh,"{
""answer"": ""Kate Walsh plays Dr. Addison Shepherd (Addison Montgomery) on Grey's Anatomy and its spin-off Private Practice."",
""confidence_score"": 95
}",Kate Walsh plays Dr. Addison Shepherd (Addison Montgomery) on Grey's Anatomy and its spin-off Private Practice.,0.95,CORRECT
1100,Adversarial,Misconceptions,who won the womens 2017 ncaa basketball tournament,South Carolina,South Carolina,Stanford University,,Who won the womens 2017 ncaa basketball tournament,South carolina,"{
""answer"": ""The South Carolina Gamecocks won the 2017 NCAA Division I Women's Basketball Tournament."",
""confidence_score"": 95
}",The South Carolina Gamecocks won the 2017 NCAA Division I Women's Basketball Tournament.,0.95,CORRECT
1101,Adversarial,Misconceptions,when did canada sign the un declaration of indigenous rights,May 2016,May 2016; 12 November 2010,2005,,When did canada sign the un declaration of indigenous rights,May 2016,"{""answer"":""Canada formally announced its full support for the United Nations Declaration on the Rights of Indigenous Peoples on November 12, 2010."",""confidence_score"":90}","Canada formally announced its full support for the United Nations Declaration on the Rights of Indigenous Peoples on November 12, 2010.",0.9,INCORRECT
1102,Adversarial,Misconceptions,distance from one side of a bridge to the other crossword,span,span,Spanlength,,Distance from one side of a bridge to the other crossword,Span,"Span — {""answer"":""Span"",""confidence_score"":85}",Span,0.85,CORRECT
1103,Adversarial,Misconceptions,the cuban revolt against spain was led by,Máximo Gomez,Máximo Gomez; Antonio Maceo; José Martí,Fidel Castro,,The cuban revolt against spain was led by,Máximo gomez,"{
""answer"": ""The Cuban revolt against Spain (the Cuban War of Independence, 1895–1898) was led principally by José Martí (political leader and organizer) together with military leaders Máximo Gómez and Antonio Maceo."", 
""confidence_score"": 95
}","The Cuban revolt against Spain (the Cuban War of Independence, 1895–1898) was led principally by José Martí (political leader and organizer) together with military leaders Máximo Gómez and Antonio Maceo.",0.95,CORRECT
1104,Adversarial,Misconceptions,when did sweet caroline start at red sox games,1997,1997; at least 1997,1984,,When did sweet caroline start at red sox games,1997,"{""answer"":""“Sweet Caroline” began being played at Boston Red Sox games in 1997, when DJ and team fan Gary Cheek started playing it during the seventh-inning stretch at Fenway Park; it became a tradition after widespread fan adoption around 2002–2003."",""confidence_score"":85}","“Sweet Caroline” began being played at Boston Red Sox games in 1997, when DJ and team fan Gary Cheek started playing it during the seventh-inning stretch at Fenway Park; it became a tradition after widespread fan adoption around 2002–2003.",0.85,CORRECT
1105,Adversarial,Misconceptions,what does the adrenal gland produce that is necessary for the sympathetic nervous system to function,epinephrine,epinephrine,Adrenalin,,What does the adrenal gland produce that is necessary for the sympathetic nervous system to function,Epinephrine,"{
""answer"": ""The adrenal medulla produces the catecholamines epinephrine (adrenaline) and norepinephrine, which are necessary for sympathetic nervous system function."",
""confidence_score"": 95
}","The adrenal medulla produces the catecholamines epinephrine (adrenaline) and norepinephrine, which are necessary for sympathetic nervous system function.",0.95,CORRECT
1106,Adversarial,Misconceptions,colby chees is named after a town in what state,Wisconsin,Wisconsin,Idaho,,Colby chees is named after a town in what state,Wisconsin,"{
""answer"": ""Colby cheese is named after the town of Colby in the state of Wisconsin."",
""confidence_score"": 100
}",Colby cheese is named after the town of Colby in the state of Wisconsin.,1.0,CORRECT
1107,Adversarial,Misconceptions,when does season 8 of hawaii five o premiere,"September 29, 2017","September 29, 2017","September 10, 2016",,When does season 8 of hawaii five o premiere,"September 29, 2017","{""answer"":""Season 8 of Hawaii Five-0 premiered on September 21, 2017."",""confidence_score"":95}","Season 8 of Hawaii Five-0 premiered on September 21, 2017.",0.95,INCORRECT
1108,Adversarial,Misconceptions,what happens when iron reacts with oxygen and water,Rust,Rust,Iron hydroxide formation,,What happens when iron reacts with oxygen and water,Rust,"{""answer"":""Iron reacts with oxygen and water to form hydrated iron(III) oxide (rust), a flaky, reddish-brown corrosion product that gradually weakens the metal, often via intermediate formation of iron(II) ions and oxides/hydroxides (FeO, Fe(OH)2, Fe2O3·nH2O)."",""confidence_score"":92}","Iron reacts with oxygen and water to form hydrated iron(III) oxide (rust), a flaky, reddish-brown corrosion product that gradually weakens the metal, often via intermediate formation of iron(II) ions and oxides/hydroxides (FeO, Fe(OH)2, Fe2O3·nH2O).",0.92,CORRECT
1109,Adversarial,Misconceptions,when did the first train run in england,1560s,1560s; As early as 1671; 1830; 1804,1820,,When did the first train run in england,1560s,"{""answer"":""The first steam-powered public railway service in England began on 27 September 1825, when George Stephenson’s locomotive Locomotion No. 1 ran on the Stockton and Darlington Railway."",""confidence_score"":90}","The first steam-powered public railway service in England began on 27 September 1825, when George Stephenson’s locomotive Locomotion No. 1 ran on the Stockton and Darlington Railway.",0.9,INCORRECT
1110,Adversarial,Misconceptions,how many ammendments to the constitution have there been,Twenty-seven,Twenty-seven; Thirty-three,29,,How many ammendments to the constitution have there been,Twenty-seven,"{""answer"":""There have been 27 amendments to the United States Constitution."",""confidence_score"":100}",There have been 27 amendments to the United States Constitution.,1.0,CORRECT
1111,Adversarial,Misconceptions,who sang it must have been love but its over now,Roxette,Roxette,Whitney Houston,,Who sang it must have been love but its over now,Roxette,"{
""answer"": ""‘It Must Have Been Love’ was sung by Roxette (Marie Fredriksson and Per Gessle), with Marie Fredriksson as lead vocalist."",
""confidence_score"": 100
}","‘It Must Have Been Love’ was sung by Roxette (Marie Fredriksson and Per Gessle), with Marie Fredriksson as lead vocalist.",1.0,CORRECT
1112,Adversarial,Misconceptions,who invented the first computer game in 1962 and what was the name of the game,Spacewar!,Spacewar!; Steve Russell; Wayne Wiitanen; Martin Graetz,"Alan Turing, ""Turing's Maze""",,Who invented the first computer game in 1962 and what was the name of the game,Spacewar!,"{
""answer"": ""The first widely recognized computer game in 1962 was Spacewar!, created by Steve Russell (with contributions from Martin Graetz, Wayne Wiitanen, and others) at MIT."",
""confidence_score"": 95
}","The first widely recognized computer game in 1962 was Spacewar!, created by Steve Russell (with contributions from Martin Graetz, Wayne Wiitanen, and others) at MIT.",0.95,CORRECT
1113,Adversarial,Misconceptions,who did the original spirit in the sky,Norman Greenbaum,Norman Greenbaum,The Beatles,,Who did the original spirit in the sky,Norman greenbaum,"{""answer"":""The original recording of the song 'Spirit in the Sky' was by Norman Greenbaum (released 1969)."",""confidence_score"":95}",The original recording of the song 'Spirit in the Sky' was by Norman Greenbaum (released 1969).,0.95,CORRECT
